[DEBUG] 2021-06-22 10:30:40,568 main            org.jboss.logging [  38] Logging Provider: org.jboss.logging.Log4jLoggerProvider
[DEBUG] 2021-06-22 10:30:40,694 main            org.hibernate.jpa.HibernatePersistenceProvider [  88] Located and parsed 1 persistence units; checking each
[DEBUG] 2021-06-22 10:30:40,695 main            org.hibernate.jpa.HibernatePersistenceProvider [  96] Checking persistence-unit [name=TRAINING, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [TRAINING]
[DEBUG] 2021-06-22 10:30:40,695 main            org.hibernate.jpa.boot.spi.ProviderChecker [  85] Persistence-unit [TRAINING] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
[DEBUG] 2021-06-22 10:30:40,703 main            org.hibernate.jpa.internal.util.LogHelper [ 102] PersistenceUnitInfo [
	name: TRAINING
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/Users/vinod/Desktop/SAPIENT-ASDE-JUNE-2021/classroom-demo/day-07/jpa-demo/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.sapient.entity.Product]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.cj.jdbc.Driver
		javax.persistence.jdbc.password: Welcome#123
		javax.persistence.jdbc.url: jdbc:mysql://localhost/trainingdb
		hibernate.dialect: org.hibernate.dialect.MySQL8Dialect
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		hibernate.format_sql: true
		javax.persistence.jdbc.user: root]
[DEBUG] 2021-06-22 10:30:40,708 main            org.hibernate.integrator.internal.IntegratorServiceImpl [  46] Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-06-22 10:30:40,710 main            org.hibernate.integrator.internal.IntegratorServiceImpl [  46] Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-06-22 10:30:40,714 main            org.hibernate.integrator.internal.IntegratorServiceImpl [  46] Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[ INFO] 2021-06-22 10:30:40,822 main            org.hibernate.Version [  44] HHH000412: Hibernate ORM core version 5.5.2.Final
[DEBUG] 2021-06-22 10:30:40,823 main            org.hibernate.cfg.Environment [ 199] HHH000206: hibernate.properties not found
[DEBUG] 2021-06-22 10:30:40,971 main            org.hibernate.service.spi.ServiceBinding [  68] Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-06-22 10:30:40,983 main            org.hibernate.cache.internal.RegionFactoryInitiator [ 118] Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-06-22 10:30:40,984 main            org.hibernate.cache.internal.RegionFactoryInitiator [  49] Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[ INFO] 2021-06-22 10:30:41,001 main            org.hibernate.annotations.common.Version [  56] HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[DEBUG] 2021-06-22 10:30:41,062 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration boolean -> org.hibernate.type.BooleanType@159f197
[DEBUG] 2021-06-22 10:30:41,062 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration boolean -> org.hibernate.type.BooleanType@159f197
[DEBUG] 2021-06-22 10:30:41,064 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@159f197
[DEBUG] 2021-06-22 10:30:41,064 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@7ee955a8
[DEBUG] 2021-06-22 10:30:41,065 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration true_false -> org.hibernate.type.TrueFalseType@6ac13091
[DEBUG] 2021-06-22 10:30:41,066 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration yes_no -> org.hibernate.type.YesNoType@75329a49
[DEBUG] 2021-06-22 10:30:41,067 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration byte -> org.hibernate.type.ByteType@2b6faea6
[DEBUG] 2021-06-22 10:30:41,068 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration byte -> org.hibernate.type.ByteType@2b6faea6
[DEBUG] 2021-06-22 10:30:41,068 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2b6faea6
[DEBUG] 2021-06-22 10:30:41,070 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration character -> org.hibernate.type.CharacterType@56528192
[DEBUG] 2021-06-22 10:30:41,070 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration char -> org.hibernate.type.CharacterType@56528192
[DEBUG] 2021-06-22 10:30:41,071 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@56528192
[DEBUG] 2021-06-22 10:30:41,072 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration short -> org.hibernate.type.ShortType@1f3f4916
[DEBUG] 2021-06-22 10:30:41,072 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration short -> org.hibernate.type.ShortType@1f3f4916
[DEBUG] 2021-06-22 10:30:41,073 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Short -> org.hibernate.type.ShortType@1f3f4916
[DEBUG] 2021-06-22 10:30:41,074 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration integer -> org.hibernate.type.IntegerType@20d28811
[DEBUG] 2021-06-22 10:30:41,074 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration int -> org.hibernate.type.IntegerType@20d28811
[DEBUG] 2021-06-22 10:30:41,074 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@20d28811
[DEBUG] 2021-06-22 10:30:41,075 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration long -> org.hibernate.type.LongType@7adda9cc
[DEBUG] 2021-06-22 10:30:41,075 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration long -> org.hibernate.type.LongType@7adda9cc
[DEBUG] 2021-06-22 10:30:41,075 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Long -> org.hibernate.type.LongType@7adda9cc
[DEBUG] 2021-06-22 10:30:41,076 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration float -> org.hibernate.type.FloatType@65466a6a
[DEBUG] 2021-06-22 10:30:41,077 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration float -> org.hibernate.type.FloatType@65466a6a
[DEBUG] 2021-06-22 10:30:41,077 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Float -> org.hibernate.type.FloatType@65466a6a
[DEBUG] 2021-06-22 10:30:41,078 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration double -> org.hibernate.type.DoubleType@4386f16
[DEBUG] 2021-06-22 10:30:41,078 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration double -> org.hibernate.type.DoubleType@4386f16
[DEBUG] 2021-06-22 10:30:41,078 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@4386f16
[DEBUG] 2021-06-22 10:30:41,080 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@7f552bd3
[DEBUG] 2021-06-22 10:30:41,080 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@7f552bd3
[DEBUG] 2021-06-22 10:30:41,082 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3aefe5e5
[DEBUG] 2021-06-22 10:30:41,082 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3aefe5e5
[DEBUG] 2021-06-22 10:30:41,083 main            org.hibernate.type.BasicTypeRegistry [ 157] Adding type registration string -> org.hibernate.type.StringType@ef9296d
